1,73,233,349,48,50,,,,,,,,
2,118,226,376,46,48,,,,,,,,
3,162,208,481,37,41,,,,,,,,
4,205,201,471,36,39,,,,,,,,
5,249,207,343,47,41,208.0,285.0,50.0,42.0,213.0,98.0,49.0,49.0
6,297,222,307,48,43,225.0,250.0,49.0,41.0,228.0,64.0,50.0,49.0
